TRADE_DT	S_INFO_WINDCODE	open	close	high	low	volume	vwap
20231030	AAPL	167.06210513671374	168.3173828125	169.18719386762373	166.91383366211736	51131000	167.8701288697387
20231031	AAPL	167.38827526603964	168.7918243408203	168.92030818010912	165.9550598323106	44846000	167.7638669048199
20231101	AAPL	169.01916053768616	171.9547576904297	172.2117404582064	168.14934950515965	56934900	170.3337520478705
20231102	AAPL	173.48677525125817	175.51303100585938	175.72058991359089	173.42747270619202	77334800	174.53696721922512
20231103	AAPL	172.2216424329047	174.6037139892578	174.77175801380423	171.34195262679097	79829200	173.23476676568941
20231106	AAPL	174.33686186638658	177.15383911132812	177.3515193436343	174.1688329148246	63841300	175.75276330904342
20231107	AAPL	177.1043884447924	179.7138214111328	180.32663456302825	176.89682951103612	70530000	178.51041848249739
20231108	AAPL	180.23768527185777	180.77142333984375	181.32493395317235	179.4864793691692	49340300	180.45513048351077
20231109	AAPL	180.8406289798602	180.2969970703125	181.98718027395728	179.70394133589065	53763500	180.70718691500514
20231110	AAPL	182.07849676599454	184.48350524902344	184.6517706680945	181.64301825007877	66133400	183.2141977332978
20231113	AAPL	183.9094803756521	182.89996337890625	184.11731278262945	182.3160331472403	43627500	183.31069742110702
20231114	AAPL	185.7701081675421	185.51278686523438	186.17589626502485	184.38450869065176	60108400	185.46082499711326
20231115	AAPL	185.91860660743325	186.0769500732422	187.55163591900057	185.84931907084464	53790500	186.34912791763017
20231116	AAPL	187.62090049490251	187.75946044921875	188.99660829200764	186.7103463929358	54412900	187.77182890726615
20231117	AAPL	188.29392494435922	187.73968505859375	188.42259316852056	186.63120528706287	50922700	187.7718521146341
20231120	AAPL	187.93760923589429	189.4815673828125	189.93684445013852	187.92771748948175	46505100	188.82093463958176
20231121	AAPL	189.442003783256	188.67991638183594	189.5508734120303	187.78917585688575	38134500	188.86549235850202
20231122	AAPL	189.52115946327928	189.34300231933594	190.9463411053134	188.8679417719912	39617700	189.66961116497995
20231124	AAPL	188.90754041885276	188.0167999267578	188.93723076179566	187.30420149232032	24048300	188.29144314993164
20231127	AAPL	187.9672912540552	187.838623046875	188.7095799535061	186.95777439426936	40552600	187.86831716217642
20231128	AAPL	187.82874701011957	188.44236755371094	189.11538388382388	187.45264920500045	38415400	188.20978691316373
20231129	AAPL	188.93721085337887	187.42294311523438	190.11497800569174	187.02706184977393	43014200	188.37554845601971
20231130	AAPL	187.88812439803064	187.9969940185547	188.36320007044645	186.2550951920731	48794400	187.62585341977623
20231201	AAPL	188.37309535289532	189.27374267578125	189.5904446947665	187.28439912721964	45704800	188.63042046266568
20231204	AAPL	188.0267090138373	187.48236083984375	188.09599655502976	185.52272251537218	43389500	187.28194723102072
20231205	AAPL	188.25433276481266	191.4313201904297	192.40123993854135	188.22462732075607	66628400	190.07788005363494
20231206	AAPL	192.45072587794942	190.34263610839844	192.75753614335477	190.1347886146608	41089700	191.42142168609087
20231207	AAPL	191.63917909312914	192.27259826660156	192.9950884718347	191.59958189996593	47477700	192.12661193288284
20231208	AAPL	192.20330005396386	193.69778442382812	193.9749043529612	191.67875053796885	53406400	192.8886848421805
20231211	AAPL	191.12449893522992	191.1937713623047	191.5005967167582	189.4518726145205	60943700	190.81768490720333
20231212	AAPL	191.0947776923551	192.70802307128906	192.7179148158708	189.74876043612988	52696900	191.5673690039112
20231213	AAPL	193.08413511536142	195.9246368408203	195.96421892707963	192.8466123940007	70404200	194.4549008193155
20231214	AAPL	195.98403383047588	196.07310485839844	197.567574144968	194.14315707722483	66831600	195.94196747776678
20231215	AAPL	195.4990533238864	195.5386505126953	196.36010340669733	194.97450383643803	128538400	195.59307776992927
20231218	AAPL	194.07384089090513	193.8759002685547	194.60829718334298	192.39132294807408	55751900	193.7373403227192
20231219	AAPL	194.14313632648785	194.9151153564453	194.92500710230044	193.87590816937887	40714100	194.4647917386531
20231220	AAPL	194.8755062932641	192.82679748535156	195.64748527617618	192.82679748535156	52242800	194.04414663503584
20231221	AAPL	194.08377332368417	192.67835998535156	195.05369307239374	191.51049958819766	46482500	193.33158149240677
20231222	AAPL	193.1731927744169	191.6094512939453	193.40083883584492	190.98592398969686	37149600	192.29235172347597
20231226	AAPL	191.6193643540786	191.06512451171875	191.89648427525853	190.84738527337694	28919300	191.35708960360822
20231227	AAPL	190.51087517820892	191.16407775878906	191.51048519395766	189.12526053943682	48087700	190.5776746675981
20231228	AAPL	192.14391575114956	191.5896759033203	192.65857351066379	191.18388776405135	34049900	191.89401323229623
20231229	AAPL	191.90638540499626	190.55047607421875	192.40124458871406	189.75869835988954	42672100	191.15420110695467
